,marka,fiyat,kamera çözünürlük,Dahili hafıza,Ram,ekran boyutu,pil gücü,mobil bağlantı hızı,model,ön kamera sayısı,on kamera cozunurluk araligi,arka kamera sayisi,ekran boyutu aralığı,işletim sistemi,çift hat,garanti süresi,şarj girişi,ana kamera çözünürlük,nfc,kulaklık girişi,batarya,renk
915,INFINIX,4799,5,128,4,6,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Siyah
916,Xiaomi,7999,5,128,4,4,900-3000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
917,realme,21500,20,128,8,6,5000,5,,1,20,1,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Yeşil
918,Xiaomi,6259,20,128,4,6,3000 - 7900,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,Lightning,5000,Gri
919,Samsung,9499,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Yeşil
920,Xiaomi,4699,10,64,3,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
921,Apple,47499,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Sarı
922,Reeder,2849,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Bordo
923,realme,8489,5,128,6,4,1500  altı,5,,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
924,Apple,67999,5,512,6,6,3000 - 4000,5,iPhone 13 Pro Max,1,10,3,6,iOS,Yok,2,Lightning,10,Var,Lightning,3500,Altın
925,Samsung,50000,5,256,12,4,1500  altı,4.5,,1,15,1,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Gri
926,General Mobile,4995,5,32,3,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,Lightning,5000,Mavi
927,Reeder,3290,5,128,2,4,1500  altı,4,Reeder S19 Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
928,Xiaomi,4029,10,32,2,6,4000 - 5000,4.5,Redmi 9C,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Gri
929,Tecno,7029,5,128,8,4,1500  altı,5,,1,20,2,6,Android,Var,2,USB Type-C,20,Yok,USB Type-C,4500,Beyaz
930,oukitel,,5,128,8,4,1500  altı,4,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Yeşil
931,Samsung,10984,5,128,6,4,1500  altı,4.5,,1,20,1,7,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Mavi
932,omix,5199,5,128,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Çok Renkli
933,Samsung,44400,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Krem
934,Samsung,32499,5,256,8,4,1500  altı,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
935,Samsung,35394,5,128,8,4,1500  altı,4.5,,1,10,1,7,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Siyah
936,Xiaomi,23599,5,256,8,6,1500  altı,4.5,,1,10,4,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
937,INFINIX,4190,5,64,4,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
938,Xiaomi,10488,5,128,8,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Mavi
939,INFINIX,9799,64,128,8,6,5000,4,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Mavi
940,,9049,12,8,4,6,4325,5,,1,120,1,6,Android,Yok,2,Micro-USB,120,Var,3.5 mm,2000,Mavi
941,Samsung,6300,20,64,4,6,4000 - 5000,4.5,,4,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
942,Hiking,5799,5,128,8,4,1500  altı,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4000,Beyaz
943,Reeder,2399,5,32,2,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
944,Samsung,45699,10,512,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Yeşil
945,Xiaomi,7199,5,64,6,4,1500  altı,4.5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Gri
946,INFINIX,3850,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
947,Xiaomi,7499,5,128,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4000,Gri
948,Samsung,15999,5,256,8,6,3000 - 4000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4000,Beyaz
949,omix,5499,5,128,6,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Gri
950,,22015,12,4,8,6,3950,3,,1,5,2,6,Android,Yok,2,Micro-USB,5,Yok,USB Type-C,2000,Çok Renkli
951,Samsung,6239,5,64,4,4,1500  altı,4.5,Galaxy A13,1,5,1,7,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
952,Samsung,44999,10,512,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Beyaz
953,Xiaomi,10999,108,256,8,6,5020,4.5,Redmi Note 10 Pro,1,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Metalik
954,Xiaomi,7299,20,128,4,6,3000 - 7900,5,,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
955,Tecno,,20,128,6,6,5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
956,Tecno,7499,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Gri
957,Casper,4450,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
958,Xiaomi,11974,5,128,6,6,1500  altı,4.5,Redmi Note 11 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
959,Reeder,4800,14,128,4,6,5000,4.5,Reeder S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Altın
960,POCO,12065,5,128,6,4,1500  altı,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
961,Tecno,5160,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,3000,Çok Renkli
962,POCO,13999,20,128,6,6,4000 - 5000,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,4500,Siyah
963,,4999,20,128,6,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
964,omix,6499,20,128,6,6,5000,4.5,,1,10,3,6,Android,Var,2,Micro-USB,10,Var,3.5 mm,5000,Beyaz
965,realme,7999,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Altın
966,Hiking,4999,5,128,6,4,1500  altı,4.5,,1,20,4,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,4500,Siyah
967,Apple,57698,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Siyah
968,Xiaomi,8399,5,128,6,4,900-3000,4.5,,1,15,4,6,Android,Yok,2,USB Type-C,15,Yok,3.5 mm,5000,Mavi
969,Hiking,,5,Yok,1,4,1500  altı,4.5,,1,,1,4,Android,Yok,2,USB Type-C,,Yok,3.5 mm,800,Siyah
970,realme,7799,20,128,4,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
971,,,5,Yok,Yok,4,900-3000,4,,Yok,,Yok,4,Free Dos,Yok,2,Micro-USB,,Yok,3.5 mm,800,Altın
972,INFINIX,6299,50,128,4,6,5000,4,,1,10,2,6,Android,Yok,2,USB Type-C,10,Yok,Lightning,5000,Beyaz
973,Apple,40249,10,256,4,6,2815,4.5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Kırmızı
974,Samsung,7497,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Siyah
975,realme,6899,20,128,4,6,5000,4,,1,15,1,7,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Siyah
976,Tecno,5899,5,128,8,4,1500  altı,4.5,,1,15,3,5,Android,Var,2,Lightning,15,Var,3.5 mm,4500,Lacivert
977,omix,4040,5,64,4,4,900-3000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Gri
978,Reeder,3126,5,128,2,4,1500  altı,4,Reeder S19 Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Kırmızı
979,Xiaomi,5905,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Mor
980,Trident,4799,5,128,8,4,1500  altı,4,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4000,Mavi
981,Xiaomi,5632,10,128,4,6,6000,4.5,Redmi 10C,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Yeşil
982,Reeder,3299,5,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Mavi
983,Xiaomi,7099,5,128,4,4,900-3000,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Yeşil
984,Apple,36999,10,128,4,6,2815,4.5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Yeşil
985,Samsung,9925,5,128,4,4,1500  altı,4.5,,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Mavi
986,Samsung,63989,20,256,12,7,3000 - 7900,5,,2,5,3,7,Android,Var,2,USB Type-C,5,Var,USB Type-C,4000,Krem
987,Samsung,35000,5,256,8,4,1500  altı,4.5,,1,10,1,7,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Siyah
988,Samsung,9499,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
989,General Mobile,8999,8,128,8,6,3000 - 4000,4,,1,5,1,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
990,Xiaomi,5399,10,128,4,6,6000,4.5,Redmi 10C,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Yeşil
991,Tecno,5799,5,128,4,4,1500  altı,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,4500,Siyah
992,Trident,3099,15,64,4,6,3000 - 4000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
993,INFINIX,4718,20,128,4,6,5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Mavi
994,INFINIX,5449,5,128,6,4,900-3000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Mor
995,Xiaomi,13999,5,256,8,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
996,POCO,13999,20,128,6,6,4000 - 5000,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,4500,Yeşil
997,Tecno,,20,128,6,6,4000 - 5000,5,,1,15,2,5,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Siyah
998,Samsung,6489,5,64,4,4,1500  altı,4.5,,1,10,3,6,Android,Yok,2,USB Type-C,10,Var,3.5 mm,4000,Mavi
999,Trident,4499,5,128,4,6,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mor
1000,Reeder,,5,32,2,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Beyaz
1001,Apple,36900,5,128,4,6,3000 - 4000,5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Siyah
1002,Samsung,7999,5,64,4,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
1003,omix,4691,20,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Altın
1004,Reeder,3229,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
1005,INFINIX,6800,20,128,8,6,5000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
1006,Xiaomi,,20,128,6,6,3000 - 7900,4.5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Mavi
1007,INFINIX,5514,10,128,6,6,5000,4,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
1008,Xiaomi,12999,5,128,6,4,1500  altı,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1009,POCO,5499,10,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Sarı
1010,Samsung,7149,20,128,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
1011,Xiaomi,7599,48,128,8,6,4000 - 5000,5,,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,Lightning,5000,Gümüş
1012,Xiaomi,10990,5,256,8,4,1500  altı,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1013,TCL,,15,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Yeşil
1014,Alcatel,1499,5,8,1,4,1800 - 2400,4,,1,5,1,4,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Siyah
1015,INFINIX,4999,20,64,4,6,5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Mavi
1016,Apple,55848,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mor
1017,Xiaomi,,5,64,4,4,1500  altı,4.5,Redmi Note 11,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
1018,,3399,20,64,4,6,4000 - 5000,4.5,,1,15,1,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Lacivert
1019,oukitel,5069,20,128,8,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
1020,Casper,6899,20,128,8,6,5000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
1021,Samsung,25999,5,128,8,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
1022,INFINIX,5514,10,128,6,6,5000,4,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Altın
1023,omix,8799,5,128,8,4,1500  altı,4.5,,1,15,4,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,5000,Gri
1024,vivo,,5,32,3,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,4500,Mavi
1025,omix,4529,5,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1026,POCO,12799,5,256,8,4,1500  altı,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Siyah
1027,POCO,7199,5,64,4,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Siyah
1028,Samsung,15999,5,256,8,6,3000 - 4000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4000,Yeşil
1029,Tecno,4998,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1030,Tecno,3999,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
1031,General Mobile,4599,10,64,3,6,3000 - 4000,4.5,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,3500,Mavi
1032,INFINIX,4307,10,128,4,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Altın
1033,Reeder,3899,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,Lightning,5,Yok,3.5 mm,4000,Siyah
1034,Samsung,42881,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Gri
1035,Trident,4499,5,128,4,6,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Altın
1036,oukitel,3750,20,64,4,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4000,Yeşil
1037,vivo,9800,5,64,4,4,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1038,realme,3900,10,32,2,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Mavi
1039,Hiking,3799,20,64,4,6,4000 - 5000,4.5,,1,20,4,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,4000,Mavi
1040,General Mobile,4299,10,32,3,6,5000,4.5,Gm22,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Altın
1041,Xiaomi,,5,128,4,4,1500  altı,4,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
1042,Casper,4049,8,64,3,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Turkuaz
1043,INFINIX,4450,20,128,Yok,6,900-3000,4,,Yok,,Yok,6,Android,Yok,2,USB Type-C,,Yok,USB Type-C,5000,Mavi
1044,Xiaomi,12499,10,128,8,6,5000,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Beyaz
1045,INFINIX,6199,13,64,4,6,5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Var,3.5 mm,5000,Çok Renkli
1046,vivo,9999,5,128,8,4,1500  altı,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Var,3.5 mm,4000,Siyah
1047,Tecno,3999,5,64,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1048,Xiaomi,4799,10,64,3,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1049,Samsung,25749,5,128,8,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
1050,Xiaomi,,5,128,4,4,1500  altı,4.5,Redmi Note 11,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Gri
1051,vivo,4499,5,32,3,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1052,Samsung,46499,10,512,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Gri
1053,Xiaomi,4500,5,128,2,4,900-3000,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Var,3.5 mm,5000,Turuncu
1054,vivo,9499,5,256,8,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Sarı
1055,Samsung,5490,10,32,3,6,4000 - 5000,4,Galaxy A02,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1056,Xiaomi,4400,10,64,3,6,5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Gri
1057,omix,4509,20,128,4,6,4000 - 5000,4.5,,1,15,2,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,5000,Beyaz
1058,Xiaomi,11485,5,128,6,6,1500  altı,4.5,Redmi Note 11 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
1059,Xiaomi,11499,5,128,6,4,1500  altı,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
1060,omix,4629,20,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
1061,Xiaomi,7450,5,128,4,4,900-3000,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Gri
1062,INFINIX,5514,10,128,6,6,5000,4,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Yeşil
1063,Samsung,7299,20,128,4,6,4000 - 5000,4.5,,4,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Yeşil
1064,Xiaomi,5158,10,64,4,6,6000,4.5,Redmi 10C,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Yeşil
1065,General Mobile,6399,15,128,8,7,5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
1066,Reeder,2399,5,32,2,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Kırmızı
1067,TCL,3950,5,32,3,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4000,Çok Renkli
1068,INFINIX,4399,5,128,4,4,1500  altı,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
1069,Trident,8099,20,256,8,6,3000 - 4000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,USB Type-C,4000,Siyah
1070,omix,4160,5,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
1071,Casper,4845,15,128,4,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
1072,Samsung,42881,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Yeşil
1073,Tecno,7027,5,128,6,4,1500  altı,5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,7000,Çok Renkli
1074,Reeder,3799,5,128,6,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
1075,Samsung,6250,50,128,4,6,5000,4.5,,1,20,2,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Beyaz
1076,Reeder,2809,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Lacivert
1077,Xiaomi,13999,5,256,8,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
1078,Xiaomi,13999,5,256,8,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
1079,Xiaomi,5287,5,128,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Çok Renkli
1080,Reeder,3799,5,128,6,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
1081,INFINIX,8998,20,128,8,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Beyaz
1082,INFINIX,6500,20,128,4,6,5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Beyaz
1083,Tecno,3949,10,64,4,6,5000,4.5,,1,5,2,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,5000,Gri
1084,Xiaomi,6499,5,128,4,4,1500  altı,4,,1,5,3,6,Android,Yok,2,USB Type-C,5,Var,3.5 mm,4500,Çok Renkli
1085,realme,8299,50,128,8,6,5000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,5000,Mavi
1086,Hiking,6199,5,128,6,4,1500  altı,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,4000,Siyah
1087,Samsung,7999,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
1088,realme,7999,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
1089,Samsung,9500,20,128,4,7,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Yeşil
1090,oukitel,5066,20,128,8,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
1091,Xiaomi,9499,20,128,4,6,4000 - 5000,5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,5000,Gri
1092,Trident,4990,5,128,8,4,1500  altı,4,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,4500,Siyah
1093,Reeder,2899,5,32,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Yeşil
1094,realme,4249,5,32,2,4,1500  altı,4.5,,1,10,2,6,Android,Yok,2,Micro-USB,10,Yok,3.5 mm,4500,Gri
1095,Samsung,6980,5,128,4,4,1500  altı,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Siyah
1096,Xiaomi,,5,32,2,6,1500  altı,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Kırmızı
1097,General Mobile,4999,5,32,3,4,5000,4.5,,3,5,3,6,Android,Yok,2,USB Type-C,5,Yok,Lightning,5000,Siyah
1098,General Mobile,5888,5,64,4,6,3000 - 4000,4.5,,1,5,1,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Yeşil
1099,Samsung,7650,20,128,4,6,4000 - 5000,4.5,,4,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
1100,Xiaomi,4499,20,64,3,6,5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,Lightning,4500,Gri
1101,Xiaomi,4499,5,64,4,4,900-3000,4.5,,1,10,2,5,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
